Dataset,Condition,Method,Algorithm,Layer,AUC,MAP,BRP_90
dbpedia_14,Setup B (Imbalanced),White Box,PCA,11,0.5043298017481145,0.5110402790177051,0.004024144869215292
dbpedia_14,Setup A (Balanced),White Box,PCA,13,0.49728147557376456,0.5084280205606574,0.006036217303822937
dbpedia_14,Setup B (Imbalanced),White Box,PCA,13,0.49728147557376456,0.5084280205606574,0.006036217303822937
dbpedia_14,Setup A (Balanced),White Box,PCA,15,0.5434984150375088,0.5509448410297069,0.0
dbpedia_14,Setup B (Imbalanced),White Box,PCA,15,0.5434984150375088,0.5509448410297069,0.0
dbpedia_14,Setup A (Balanced),White Box,PCA,17,0.6476929990405208,0.6804956163519583,0.10865191146881288
dbpedia_14,Setup B (Imbalanced),White Box,PCA,17,0.6476929990405208,0.6804956163519583,0.10865191146881288
dbpedia_14,Setup A (Balanced),White Box,PCA,19,0.8736321348614827,0.8782701560669781,0.5895372233400402
dbpedia_14,Setup B (Imbalanced),White Box,PCA,19,0.8736321348614827,0.8782701560669781,0.5895372233400402
dbpedia_14,Setup A (Balanced),White Box,PCA,21,0.9259055338064605,0.9268707573533811,0.7223340040241448
dbpedia_14,Setup B (Imbalanced),White Box,PCA,21,0.9259055338064605,0.9268707573533811,0.7223340040241448
dbpedia_14,Setup A (Balanced),White Box,PCA,23,0.9442692371533021,0.9475495859096857,0.8048289738430584
dbpedia_14,Setup B (Imbalanced),White Box,PCA,23,0.9442692371533021,0.9475495859096857,0.8048289738430584
dbpedia_14,Setup A (Balanced),White Box,PCA,25,0.9480788149419657,0.9518538087700337,0.8289738430583501
dbpedia_14,Setup B (Imbalanced),White Box,PCA,25,0.9480788149419657,0.9518538087700337,0.8289738430583501
dbpedia_14,Setup A (Balanced),White Box,PCA,27,0.961033808484711,0.9657776454214007,0.8893360160965795
dbpedia_14,Setup B (Imbalanced),White Box,PCA,27,0.961033808484711,0.9657776454214007,0.8893360160965795
dbpedia_14,Setup A (Balanced),White Box,PCA,29,0.9626126983227331,0.96765854191268,0.89738430583501
dbpedia_14,Setup B (Imbalanced),White Box,PCA,29,0.9626126983227331,0.96765854191268,0.89738430583501
dbpedia_14,Setup A (Balanced),White Box,PCA,31,0.9583982769858589,0.963362276838229,0.8873239436619719
dbpedia_14,Setup B (Imbalanced),White Box,PCA,31,0.9583982769858589,0.963362276838229,0.8873239436619719
dbpedia_14,Setup A (Balanced),White Box,PCA-G,1,0.8235408426413612,0.8104319256363662,0.21730382293762576
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,1,0.8235408426413612,0.8104319256363662,0.21730382293762576
dbpedia_14,Setup A (Balanced),White Box,PCA-G,3,0.9394556473650757,0.9487977417086503,0.8913480885311871
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,3,0.9394556473650757,0.9487977417086503,0.8913480885311871
dbpedia_14,Setup A (Balanced),White Box,PCA-G,5,0.9849155293936658,0.9866151317716585,0.9537223340040242
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,5,0.9849155293936658,0.9866151317716585,0.9537223340040242
dbpedia_14,Setup A (Balanced),White Box,PCA-G,7,0.9715111595124064,0.978249546195806,0.9154929577464789
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,7,0.9715111595124064,0.978249546195806,0.9154929577464789
dbpedia_14,Setup A (Balanced),White Box,PCA-G,9,0.9844418624422592,0.9870926762090769,0.9396378269617707
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,9,0.9844418624422592,0.9870926762090769,0.9396378269617707
dbpedia_14,Setup A (Balanced),White Box,PCA-G,11,0.9876279811666782,0.9886189971241075,0.9537223340040242
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,11,0.9876279811666782,0.9886189971241075,0.9537223340040242
dbpedia_14,Setup A (Balanced),White Box,PCA-G,13,0.9822435619754746,0.9831227506009185,0.9637826961770624
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,13,0.9822435619754746,0.9831227506009185,0.9637826961770624
dbpedia_14,Setup A (Balanced),White Box,PCA-G,15,0.9780574796869749,0.978527716970024,0.9336016096579477
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,15,0.9780574796869749,0.978527716970024,0.9336016096579477
dbpedia_14,Setup A (Balanced),White Box,PCA-G,17,0.9756446121396387,0.9766309480402513,0.9456740442655935
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,17,0.9756446121396387,0.9766309480402513,0.9456740442655935
dbpedia_14,Setup A (Balanced),White Box,PCA-G,19,0.9682319267718991,0.969172896949841,0.9175050301810865
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,19,0.9682319267718991,0.969172896949841,0.9175050301810865
dbpedia_14,Setup A (Balanced),White Box,PCA-G,21,0.9684586391588971,0.9722466500758524,0.9154929577464789
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,21,0.9684586391588971,0.9722466500758524,0.9154929577464789
dbpedia_14,Setup A (Balanced),White Box,PCA-G,23,0.9679040034978483,0.972597603227659,0.9134808853118712
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,23,0.9679040034978483,0.972597603227659,0.9134808853118712
dbpedia_14,Setup A (Balanced),White Box,PCA-G,25,0.9678959066268841,0.9728264962632895,0.9154929577464789
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,25,0.9678959066268841,0.9728264962632895,0.9154929577464789
dbpedia_14,Setup A (Balanced),White Box,PCA-G,27,0.9690578076102491,0.9741395831870492,0.9175050301810865
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,27,0.9690578076102491,0.9741395831870492,0.9175050301810865
dbpedia_14,Setup A (Balanced),White Box,PCA-G,29,0.968835143658733,0.9739663705781909,0.9175050301810865
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,29,0.968835143658733,0.9739663705781909,0.9175050301810865
dbpedia_14,Setup A (Balanced),White Box,PCA-G,31,0.9665558744823064,0.9718101331663389,0.9154929577464789
dbpedia_14,Setup B (Imbalanced),White Box,PCA-G,31,0.9665558744823064,0.9718101331663389,0.9154929577464789
dbpedia_14,Setup A (Balanced),White Box,LR-G,1,0.9948220510183841,0.9949421743731904,0.993963782696177
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,1,0.9948220510183841,0.9949421743731904,0.993963782696177
dbpedia_14,Setup A (Balanced),White Box,LR-G,3,0.9953685898084685,0.9954981267456121,0.993963782696177
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,3,0.9953685898084685,0.9954981267456121,0.993963782696177
dbpedia_14,Setup A (Balanced),White Box,LR-G,5,0.9995020424357007,0.9995085741934674,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,5,0.9995020424357007,0.9995085741934674,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,7,0.9997692391775198,0.9997712800054646,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,7,0.9997692391775198,0.9997712800054646,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,9,0.9999311765968042,0.9999315141389589,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,9,0.9999311765968042,0.9999315141389589,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,11,1.0,1.0,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,11,1.0,1.0,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,13,1.0,1.0,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,13,1.0,1.0,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,15,0.9999959515645179,0.9999959596939064,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,15,0.9999959515645179,0.9999959596939064,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,17,0.9999514187742147,0.9999516289036824,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,17,0.9999514187742147,0.9999516289036824,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,19,0.9999190312903579,0.9999194647673469,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,19,0.9999190312903579,0.9999194647673469,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,21,0.9998947406774652,0.9998953784101968,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,21,0.9998947406774652,0.9998953784101968,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,23,0.9998542563226441,0.9998555096409313,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,23,0.9998542563226441,0.9998555096409313,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,25,0.9998623531936084,0.9998633743557845,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,25,0.9998623531936084,0.9998633743557845,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,27,0.9999109344193936,0.9999114574450865,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,27,0.9999109344193936,0.9999114574450865,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,29,0.9999271281613221,0.999927497638061,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,29,0.9999271281613221,0.999927497638061,1.0
dbpedia_14,Setup A (Balanced),White Box,LR-G,31,0.9999433219032505,0.9999435797710378,1.0
dbpedia_14,Setup B (Imbalanced),White Box,LR-G,31,0.9999433219032505,0.9999435797710378,1.0
